provider,network_type,plan_name,download_speed,upload_speed,price,promo_price,promo_period,contract,typical_evening_dl,typical_evening_ul,source_url
Teletech,NBN,Basic Fibre Internet,25,5,69.0,,,,25,5,https://teletech.cc
Teletech,NBN,Standard Fibre Internet,50,20,75.0,,,,50,20,https://teletech.cc
Teletech,NBN,Advanced Speed Plan,500,50,85.0,,,,500,50,https://teletech.cc
Teletech,NBN,Superb Speed Plan,1000,50,130.0,,,,1000,50,https://teletech.cc
