provider,network_type,plan_name,download_speed,upload_speed,price,promo_price,promo_period,contract,typical_evening_dl,typical_evening_ul,source_url
spintel,NBN,Home Starter,25,8,64.95,39.0,6 months,No Contract,25,8,https://www.spintel.net.au/home-internet/nbn
spintel,NBN,Home Turbo,500,42,86.95,76.0,6 months,No Contract,500,42,https://www.spintel.net.au/home-internet/nbn
spintel,NBN,Home Ultrafast,850,82,99.95,89.0,6 months,No Contract,850,82,https://www.spintel.net.au/home-internet/nbn
