provider,network_type,plan_name,download_speed,upload_speed,price,promo_price,promo_period,contract,typical_evening_dl,typical_evening_ul,source_url
Optus,NBN (all connections),Optus Basic 25Mbps,25,5,83.0,73.0,12 months,No Lock-in,25,5,https://www.optus.com.au/internet/nbn
Optus,NBN (all connections),Optus Everyday 50Mbps,50,10,97.0,87.0,12 months,No Lock-in,50,10,https://www.optus.com.au/internet/nbn
