provider,network_type,plan_name,download_speed,upload_speed,price,promo_price,promo_period,contract,typical_evening_dl,typical_evening_ul,source_url
Airtel,5G,Flexi 5G,0,0,45.0,,,,0,0,https://airtel.au/mobile
Airtel,5G,Ultimate 5G,0,0,55.0,,,,0,0,https://airtel.au/mobile
Airtel,5G,Legend 5G,0,0,65.0,,,,0,0,https://airtel.au/mobile
Airtel,5G,Legend + 5G,0,0,70.0,,,,0,0,https://airtel.au/mobile
Airtel,5G,Ultimate + 5G,0,0,80.0,,,,0,0,https://airtel.au/mobile
Airtel,5G,Super Flex,0,0,85.0,,,,0,0,https://airtel.au/mobile
Airtel,5G,Nano 4G,0,0,30.0,,,,0,0,https://airtel.au/mobile
Airtel,5G,Micro 4G,0,0,35.0,,,,0,0,https://airtel.au/mobile
Airtel,5G,Micro + 5G,0,0,40.0,,,,0,0,https://airtel.au/mobile
Airtel,5G,Family Share Pool A,0,0,35.0,,,,0,0,https://airtel.au/mobile
Airtel,5G,Family Share Pool B,0,0,50.0,,,,0,0,https://airtel.au/mobile
Airtel,5G,Family Share Pool C,0,0,65.0,,,,0,0,https://airtel.au/mobile
Airtel,5G,Family Share Pool D,0,0,75.0,,,,0,0,https://airtel.au/mobile
Airtel,5G,Roaming  International,0,0,60.0,,,,0,0,https://airtel.au/mobile
Airtel,5G,Roaming  International,0,0,85.0,,,,0,0,https://airtel.au/mobile
Airtel,5G,5G Mobile Broadband,0,0,40.0,,,,0,0,https://airtel.au/mobile
Airtel,5G,5G Mobile Broadband,0,0,65.0,,,,0,0,https://airtel.au/mobile
Airtel,5G,5G Mobile Broadband,0,0,60.0,,,,0,0,https://airtel.au/mobile
Airtel,5G,5G Mobile Broadband,0,0,70.0,,,,0,0,https://airtel.au/mobile
Airtel,5G,5G Mobile Broadband,0,0,80.0,,,,0,0,https://airtel.au/mobile
Airtel,5G,5G Mobile Broadband,0,0,85.0,,,,0,0,https://airtel.au/mobile
Airtel,5G,Physical SIM,0,0,15.0,,,,0,0,https://airtel.au/mobile
