provider,network_type,plan_name,download_speed,upload_speed,price,promo_price,promo_period,contract,typical_evening_dl,typical_evening_ul,source_url
superloop,Fixed Wireless,Fixed Wireless Plus 100/20,100,20,92.0,77.0,6 months,No Contract,95,17,https://www.superloop.com/internet/fixed-wireless/
superloop,Fixed Wireless,Fixed Wireless Home Fast 250/20,250,20,98.0,83.0,6 months,No Contract,250,20,https://www.superloop.com/internet/fixed-wireless/
superloop,Fixed Wireless,Fixed Wireless Super Fast 400/40,400,40,108.0,93.0,6 months,No Contract,400,40,https://www.superloop.com/internet/fixed-wireless/
